Time(s),PosX(m),PosY(m),VelX(m/s),VelY(m/s)
0.000,0.000,0.000,212.132,212.132
0.010,2.118,2.117,211.840,211.742
0.020,4.234,4.231,211.548,211.352
0.030,6.346,6.341,211.258,210.964
0.040,8.456,8.446,210.968,210.577
0.050,10.563,10.548,210.680,210.191
0.060,12.667,12.646,210.392,209.805
0.070,14.768,14.741,210.105,209.421
0.080,16.866,16.831,209.819,209.038
0.090,18.961,18.917,209.534,208.656
0.100,21.054,21.000,209.250,208.275
0.110,23.144,23.079,208.967,207.895
0.120,25.230,25.154,208.684,207.516
0.130,27.314,27.226,208.403,207.138
0.140,29.396,29.293,208.122,206.761
0.150,31.474,31.357,207.843,206.386
0.160,33.550,33.417,207.564,206.011
0.170,35.623,35.474,207.286,205.637
0.180,37.693,37.526,207.009,205.264
0.190,39.760,39.575,206.733,204.892
0.200,41.825,41.620,206.457,204.521
0.210,43.886,43.662,206.183,204.151
0.220,45.946,45.700,205.909,203.782
0.230,48.002,47.734,205.636,203.414
0.240,50.056,49.764,205.364,203.047
0.250,52.106,51.791,205.093,202.680
0.260,54.155,53.814,204.823,202.315
0.270,56.200,55.834,204.553,201.951
0.280,58.243,57.850,204.285,201.588
0.290,60.283,59.862,204.017,201.225
0.300,62.321,61.871,203.750,200.864
0.310,64.356,63.876,203.484,200.503
0.320,66.388,65.877,203.218,200.144
0.330,68.417,67.875,202.954,199.785
0.340,70.444,69.869,202.690,199.427
0.350,72.468,71.860,202.427,199.071
0.360,74.490,73.847,202.165,198.715
0.370,76.509,75.831,201.903,198.360
0.380,78.526,77.811,201.643,198.005
0.390,80.539,79.787,201.383,197.652
0.400,82.551,81.760,201.124,197.300
0.410,84.559,83.730,200.865,196.949
0.420,86.565,85.696,200.608,196.598
0.430,88.569,87.658,200.351,196.248
0.440,90.570,89.617,200.095,195.900
0.450,92.568,91.573,199.840,195.552
0.460,94.564,93.525,199.586,195.205
0.470,96.557,95.473,199.332,194.858
0.480,98.548,97.418,199.079,194.513
0.490,100.536,99.360,198.827,194.169
0.500,102.522,101.298,198.575,193.825
0.510,104.505,103.233,198.325,193.482
0.520,106.486,105.165,198.075,193.140
0.530,108.464,107.093,197.826,192.799
0.540,110.440,109.017,197.577,192.459
0.550,112.414,110.938,197.329,192.120
0.560,114.384,112.856,197.082,191.781
0.570,116.353,114.771,196.836,191.443
0.580,118.319,116.682,196.591,191.107
0.590,120.282,118.589,196.346,190.771
0.600,122.243,120.494,196.102,190.435
0.610,124.202,122.395,195.858,190.101
0.620,126.158,124.292,195.615,189.767
0.630,128.112,126.187,195.373,189.434
0.640,130.063,128.078,195.132,189.102
0.650,132.012,129.966,194.892,188.771
0.660,133.958,131.850,194.652,188.441
0.670,135.902,133.731,194.412,188.111
0.680,137.844,135.609,194.174,187.782
0.690,139.784,137.483,193.936,187.454
0.700,141.721,139.355,193.699,187.127
0.710,143.655,141.223,193.463,186.800
0.720,145.587,143.087,193.227,186.475
0.730,147.517,144.949,192.992,186.150
0.740,149.445,146.807,192.757,185.825
0.750,151.370,148.662,192.523,185.502
0.760,153.293,150.514,192.290,185.179
0.770,155.214,152.363,192.058,184.857
0.780,157.132,154.208,191.826,184.536
0.790,159.048,156.050,191.595,184.216
0.800,160.961,157.889,191.365,183.896
0.810,162.873,159.725,191.135,183.577
0.820,164.782,161.557,190.906,183.259
0.830,166.689,163.387,190.677,182.942
0.840,168.593,165.213,190.449,182.625
0.850,170.495,167.036,190.222,182.309
0.860,172.395,168.856,189.996,181.994
0.870,174.293,170.673,189.770,181.680
0.880,176.188,172.487,189.544,181.366
0.890,178.082,174.297,189.320,181.053
0.900,179.973,176.104,189.096,180.740
0.910,181.861,177.909,188.872,180.429
0.920,183.748,179.710,188.649,180.118
0.930,185.632,181.508,188.427,179.808
0.940,187.514,183.303,188.206,179.498
0.950,189.394,185.095,187.985,179.189
0.960,191.272,186.884,187.764,178.881
0.970,193.147,188.669,187.545,178.574
0.980,195.020,190.452,187.326,178.267
0.990,196.891,192.232,187.107,177.961
1.000,198.760,194.008,186.889,177.656
1.010,200.627,195.782,186.672,177.351
1.020,202.492,197.552,186.455,177.048
1.030,204.354,199.320,186.239,176.744
1.040,206.214,201.084,186.024,176.442
1.050,208.072,202.846,185.809,176.140
1.060,209.928,204.604,185.595,175.839
1.070,211.782,206.359,185.381,175.538
1.080,213.634,208.112,185.168,175.238
1.090,215.483,209.861,184.955,174.939
1.100,217.331,211.607,184.743,174.640
1.110,219.176,213.351,184.532,174.342
1.120,221.019,215.091,184.321,174.045
1.130,222.860,216.829,184.111,173.749
1.140,224.699,218.563,183.901,173.453
1.150,226.536,220.295,183.692,173.157
1.160,228.371,222.024,183.483,172.863
1.170,230.204,223.749,183.275,172.569
1.180,232.035,225.472,183.068,172.275
1.190,233.863,227.192,182.861,171.983
1.200,235.690,228.909,182.655,171.690
1.210,237.514,230.623,182.449,171.399
1.220,239.337,232.334,182.244,171.108
1.230,241.157,234.042,182.039,170.818
1.240,242.975,235.747,181.835,170.528
1.250,244.792,237.450,181.631,170.239
1.260,246.606,239.149,181.428,169.951
1.270,248.418,240.846,181.226,169.663
1.280,250.228,242.540,181.024,169.376
1.290,252.037,244.230,180.823,169.090
1.300,253.843,245.919,180.622,168.804
1.310,255.647,247.604,180.421,168.518
1.320,257.449,249.286,180.222,168.234
1.330,259.250,250.966,180.022,167.950
1.340,261.048,252.642,179.824,167.666
1.350,262.844,254.316,179.625,167.383
1.360,264.638,255.987,179.428,167.101
1.370,266.431,257.655,179.231,166.819
1.380,268.221,259.321,179.034,166.538
1.390,270.009,260.983,178.838,166.258
1.400,271.796,262.643,178.642,165.978
1.410,273.580,264.300,178.447,165.698
1.420,275.363,265.954,178.252,165.420
1.430,277.143,267.606,178.058,165.141
1.440,278.922,269.254,177.865,164.864
1.450,280.699,270.900,177.672,164.587
1.460,282.474,272.543,177.479,164.310
1.470,284.246,274.184,177.287,164.034
1.480,286.017,275.821,177.095,163.759
1.490,287.786,277.456,176.904,163.484
1.500,289.554,279.088,176.714,163.210
1.510,291.319,280.717,176.524,162.937
1.520,293.082,282.344,176.334,162.663
1.530,294.844,283.968,176.145,162.391
1.540,296.603,285.589,175.956,162.119
1.550,298.361,287.208,175.768,161.848
1.560,300.117,288.823,175.580,161.577
1.570,301.871,290.436,175.393,161.306
1.580,303.623,292.047,175.207,161.037
1.590,305.373,293.654,175.020,160.767
1.600,307.121,295.259,174.835,160.499
1.610,308.868,296.862,174.649,160.231
1.620,310.612,298.461,174.464,159.963
1.630,312.355,300.058,174.280,159.696
1.640,314.096,301.653,174.096,159.429
1.650,315.835,303.244,173.913,159.163
1.660,317.572,304.833,173.730,158.898
1.670,319.308,306.420,173.548,158.633
1.680,321.042,308.003,173.366,158.368
1.690,322.773,309.584,173.184,158.105
1.700,324.503,311.163,173.003,157.841
1.710,326.232,312.739,172.822,157.578
1.720,327.958,314.312,172.642,157.316
1.730,329.683,315.882,172.462,157.054
1.740,331.406,317.450,172.283,156.793
1.750,333.127,319.015,172.104,156.532
1.760,334.846,320.578,171.926,156.272
1.770,336.563,322.138,171.748,156.012
1.780,338.279,323.696,171.571,155.753
1.790,339.993,325.251,171.394,155.494
1.800,341.705,326.803,171.217,155.236
1.810,343.416,328.353,171.041,154.978
1.820,345.124,329.900,170.865,154.721
1.830,346.831,331.445,170.690,154.464
1.840,348.536,332.987,170.515,154.208
1.850,350.240,334.526,170.341,153.952
1.860,351.941,336.063,170.167,153.696
1.870,353.641,337.598,169.993,153.442
1.880,355.339,339.130,169.820,153.187
1.890,357.036,340.659,169.647,152.934
1.900,358.731,342.186,169.475,152.680
1.910,360.424,343.710,169.303,152.427
1.920,362.115,345.232,169.132,152.175
1.930,363.805,346.751,168.961,151.923
1.940,365.493,348.268,168.790,151.672
1.950,367.179,349.782,168.620,151.421
1.960,368.863,351.294,168.450,151.170
1.970,370.546,352.803,168.281,150.920
1.980,372.227,354.310,168.112,150.671
1.990,373.907,355.814,167.944,150.422
2.000,375.584,357.315,167.776,150.173
2.010,377.260,358.815,167.608,149.925
2.020,378.935,360.311,167.441,149.677
2.030,380.608,361.806,167.274,149.430
2.040,382.279,363.298,167.107,149.183
2.050,383.948,364.787,166.941,148.937
2.060,385.616,366.274,166.776,148.691
2.070,387.282,367.758,166.611,148.446
2.080,388.946,369.240,166.446,148.201
2.090,390.609,370.720,166.281,147.956
2.100,392.270,372.197,166.117,147.712
2.110,393.930,373.672,165.954,147.469
2.120,395.588,375.144,165.790,147.225
2.130,397.244,376.614,165.627,146.983
2.140,398.899,378.081,165.465,146.740
2.150,400.552,379.546,165.303,146.499
2.160,402.203,381.009,165.141,146.257
2.170,403.853,382.469,164.980,146.016
2.180,405.501,383.927,164.819,145.776
2.190,407.148,385.382,164.658,145.536
2.200,408.793,386.835,164.498,145.296
2.210,410.436,388.286,164.338,145.057
2.220,412.078,389.734,164.179,144.818
2.230,413.718,391.180,164.020,144.580
2.240,415.357,392.623,163.861,144.342
2.250,416.994,394.064,163.703,144.104
2.260,418.629,395.503,163.545,143.867
2.270,420.263,396.939,163.388,143.631
2.280,421.895,398.373,163.230,143.395
2.290,423.526,399.805,163.074,143.159
2.300,425.155,401.234,162.917,142.923
2.310,426.783,402.661,162.761,142.688
2.320,428.409,404.085,162.606,142.454
2.330,430.034,405.507,162.450,142.220
2.340,431.656,406.927,162.295,141.986
2.350,433.278,408.345,162.141,141.753
2.360,434.898,409.760,161.987,141.520
2.370,436.516,411.173,161.833,141.287
2.380,438.133,412.583,161.679,141.055
2.390,439.748,413.992,161.526,140.824
2.400,441.362,415.398,161.373,140.592
2.410,442.974,416.801,161.221,140.361
2.420,444.585,418.202,161.069,140.131
2.430,446.194,419.601,160.917,139.901
2.440,447.802,420.998,160.766,139.671
2.450,449.408,422.393,160.615,139.442
2.460,451.012,423.785,160.464,139.213
2.470,452.615,425.175,160.314,138.985
2.480,454.217,426.562,160.164,138.757
2.490,455.817,427.947,160.014,138.529
2.500,457.416,429.330,159.865,138.302
2.510,459.013,430.711,159.716,138.075
2.520,460.609,432.090,159.567,137.848
2.530,462.203,433.466,159.419,137.622
2.540,463.796,434.840,159.271,137.396
2.550,465.387,436.212,159.123,137.171
2.560,466.977,437.581,158.976,136.946
2.570,468.565,438.948,158.829,136.721
2.580,470.152,440.313,158.683,136.497
2.590,471.737,441.676,158.537,136.273
2.600,473.321,443.036,158.391,136.050
2.610,474.903,444.395,158.245,135.827
2.620,476.484,445.751,158.100,135.604
2.630,478.064,447.105,157.955,135.381
2.640,479.642,448.456,157.810,135.159
2.650,481.219,449.806,157.666,134.938
2.660,482.794,451.153,157.522,134.717
2.670,484.368,452.498,157.379,134.496
2.680,485.940,453.840,157.235,134.275
2.690,487.511,455.181,157.092,134.055
2.700,489.081,456.519,156.950,133.835
2.710,490.649,457.855,156.807,133.616
2.720,492.215,459.189,156.665,133.397
2.730,493.781,460.521,156.524,133.178
2.740,495.344,461.851,156.382,132.960
2.750,496.907,463.178,156.241,132.742
2.760,498.468,464.503,156.101,132.524
2.770,500.027,465.827,155.960,132.307
2.780,501.586,467.147,155.820,132.090
2.790,503.142,468.466,155.680,131.873
2.800,504.698,469.783,155.541,131.657
2.810,506.252,471.097,155.402,131.441
2.820,507.804,472.409,155.263,131.226
2.830,509.356,473.720,155.124,131.011
2.840,510.906,475.027,154.986,130.796
2.850,512.454,476.333,154.848,130.582
2.860,514.001,477.637,154.711,130.367
2.870,515.547,478.939,154.573,130.154
2.880,517.091,480.238,154.436,129.940
2.890,518.634,481.535,154.300,129.727
2.900,520.176,482.830,154.163,129.514
2.910,521.716,484.123,154.027,129.302
2.920,523.255,485.414,153.891,129.090
2.930,524.793,486.703,153.756,128.878
2.940,526.329,487.990,153.621,128.667
2.950,527.864,489.274,153.486,128.456
2.960,529.397,490.557,153.351,128.245
2.970,530.929,491.837,153.217,128.035
2.980,532.460,493.115,153.083,127.825
2.990,533.990,494.391,152.949,127.615
3.000,535.518,495.666,152.816,127.405
3.010,537.045,496.937,152.682,127.196
3.020,538.570,498.207,152.550,126.988
3.030,540.094,499.475,152.417,126.779
3.040,541.617,500.741,152.285,126.571
3.050,543.139,502.004,152.153,126.363
3.060,544.659,503.266,152.021,126.156
3.070,546.178,504.526,151.890,125.949
3.080,547.695,505.783,151.759,125.742
3.090,549.212,507.038,151.628,125.535
3.100,550.727,508.292,151.497,125.329
3.110,552.240,509.543,151.367,125.123
3.120,553.753,510.792,151.237,124.918
3.130,555.264,512.039,151.107,124.713
3.140,556.774,513.284,150.978,124.508
3.150,558.282,514.527,150.849,124.303
3.160,559.789,515.768,150.720,124.099
3.170,561.295,517.007,150.591,123.895
3.180,562.800,518.244,150.463,123.691
3.190,564.303,519.479,150.335,123.488
3.200,565.805,520.712,150.207,123.285
3.210,567.306,521.943,150.079,123.082
3.220,568.805,523.171,149.952,122.880
3.230,570.304,524.398,149.825,122.678
3.240,571.801,525.623,149.698,122.476
3.250,573.296,526.846,149.572,122.274
3.260,574.791,528.066,149.446,122.073
3.270,576.284,529.285,149.320,121.872
3.280,577.776,530.502,149.194,121.672
3.290,579.267,531.717,149.069,121.471
3.300,580.756,532.929,148.944,121.271
3.310,582.244,534.140,148.819,121.072
3.320,583.731,535.349,148.695,120.872
3.330,585.217,536.556,148.570,120.673
3.340,586.701,537.760,148.446,120.474
3.350,588.185,538.963,148.322,120.276
3.360,589.667,540.164,148.199,120.078
3.370,591.147,541.363,148.076,119.880
3.380,592.627,542.559,147.953,119.682
3.390,594.105,543.754,147.830,119.485
3.400,595.582,544.947,147.707,119.288
3.410,597.058,546.138,147.585,119.091
3.420,598.533,547.327,147.463,118.894
3.430,600.006,548.514,147.342,118.698
3.440,601.478,549.699,147.220,118.502
3.450,602.949,550.882,147.099,118.307
3.460,604.419,552.063,146.978,118.111
3.470,605.888,553.242,146.857,117.916
3.480,607.355,554.420,146.737,117.722
3.490,608.821,555.595,146.617,117.527
3.500,610.286,556.768,146.497,117.333
3.510,611.750,557.940,146.377,117.139
3.520,613.213,559.109,146.257,116.945
3.530,614.674,560.277,146.138,116.752
3.540,616.134,561.442,146.019,116.559
3.550,617.593,562.606,145.901,116.366
3.560,619.051,563.767,145.782,116.173
3.570,620.508,564.927,145.664,115.981
3.580,621.963,566.085,145.546,115.789
3.590,623.417,567.241,145.428,115.597
3.600,624.870,568.395,145.311,115.406
3.610,626.322,569.547,145.193,115.215
3.620,627.773,570.698,145.076,115.024
3.630,629.223,571.846,144.960,114.833
3.640,630.671,572.992,144.843,114.643
3.650,632.118,574.137,144.727,114.453
3.660,633.565,575.280,144.611,114.263
3.670,635.010,576.420,144.495,114.073
3.680,636.453,577.559,144.379,113.884
3.690,637.896,578.696,144.264,113.695
3.700,639.337,579.831,144.149,113.506
3.710,640.778,580.964,144.034,113.318
3.720,642.217,582.096,143.919,113.129
3.730,643.655,583.225,143.805,112.941
3.740,645.092,584.353,143.691,112.754
3.750,646.528,585.478,143.577,112.566
3.760,647.962,586.602,143.463,112.379
3.770,649.396,587.724,143.350,112.192
3.780,650.828,588.844,143.237,112.005
3.790,652.259,589.962,143.123,111.819
3.800,653.690,591.078,143.011,111.633
3.810,655.119,592.193,142.898,111.447
3.820,656.546,593.306,142.786,111.261
3.830,657.973,594.416,142.674,111.076
3.840,659.399,595.525,142.562,110.890
3.850,660.823,596.632,142.450,110.705
3.860,662.247,597.737,142.339,110.521
3.870,663.669,598.841,142.227,110.336
3.880,665.090,599.942,142.116,110.152
3.890,666.510,601.042,142.006,109.968
3.900,667.929,602.140,141.895,109.785
3.910,669.347,603.236,141.785,109.601
3.920,670.764,604.330,141.675,109.418
3.930,672.179,605.422,141.565,109.235
3.940,673.594,606.513,141.455,109.052
3.950,675.007,607.602,141.346,108.870
3.960,676.420,608.689,141.236,108.688
3.970,677.831,609.774,141.127,108.506
3.980,679.241,610.857,141.019,108.324
3.990,680.650,611.938,140.910,108.143
4.000,682.058,613.018,140.802,107.961
4.010,683.465,614.096,140.693,107.780
4.020,684.871,615.172,140.586,107.600
4.030,686.276,616.246,140.478,107.419
4.040,687.680,617.318,140.370,107.239
4.050,689.082,618.389,140.263,107.059
4.060,690.484,619.458,140.156,106.879
4.070,691.884,620.525,140.049,106.699
4.080,693.284,621.590,139.942,106.520
4.090,694.682,622.653,139.836,106.341
4.100,696.079,623.715,139.730,106.162
4.110,697.476,624.775,139.624,105.983
4.120,698.871,625.833,139.518,105.805
4.130,700.265,626.889,139.412,105.627
4.140,701.658,627.943,139.307,105.449
4.150,703.050,628.996,139.201,105.271
4.160,704.441,630.047,139.096,105.094
4.170,705.831,631.096,138.992,104.916
4.180,707.220,632.144,138.887,104.739
4.190,708.608,633.189,138.783,104.562
4.200,709.994,634.233,138.678,104.386
4.210,711.380,635.275,138.574,104.210
4.220,712.765,636.316,138.471,104.033
4.230,714.148,637.354,138.367,103.858
4.240,715.531,638.391,138.264,103.682
4.250,716.913,639.426,138.160,103.506
4.260,718.293,640.459,138.057,103.331
4.270,719.673,641.491,137.955,103.156
4.280,721.051,642.521,137.852,102.981
4.290,722.429,643.549,137.750,102.807
4.300,723.805,644.575,137.647,102.632
4.310,725.181,645.600,137.545,102.458
4.320,726.555,646.623,137.444,102.284
4.330,727.929,647.644,137.342,102.111
4.340,729.301,648.663,137.241,101.937
4.350,730.672,649.681,137.139,101.764
4.360,732.043,650.697,137.038,101.591
4.370,733.412,651.711,136.937,101.418
4.380,734.780,652.723,136.837,101.246
4.390,736.148,653.734,136.736,101.073
4.400,737.514,654.743,136.636,100.901
4.410,738.880,655.750,136.536,100.729
4.420,740.244,656.756,136.436,100.557
4.430,741.607,657.760,136.336,100.386
4.440,742.970,658.762,136.237,100.214
4.450,744.331,659.762,136.138,100.043
4.460,745.691,660.761,136.038,99.872
4.470,747.051,661.758,135.940,99.702
4.480,748.409,662.753,135.841,99.531
4.490,749.767,663.747,135.742,99.361
4.500,751.123,664.739,135.644,99.191
4.510,752.479,665.729,135.546,99.021
4.520,753.833,666.718,135.448,98.851
4.530,755.187,667.704,135.350,98.682
4.540,756.539,668.689,135.252,98.513
4.550,757.891,669.673,135.155,98.344
4.560,759.241,670.655,135.057,98.175
4.570,760.591,671.635,134.960,98.006
4.580,761.939,672.613,134.863,97.838
4.590,763.287,673.590,134.767,97.669
4.600,764.634,674.565,134.670,97.501
4.610,765.980,675.538,134.574,97.334
4.620,767.324,676.510,134.478,97.166
4.630,768.668,677.480,134.382,96.998
4.640,770.011,678.448,134.286,96.831
4.650,771.353,679.415,134.190,96.664
4.660,772.694,680.380,134.095,96.497
4.670,774.034,681.343,133.999,96.331
4.680,775.373,682.305,133.904,96.164
4.690,776.711,683.265,133.809,95.998
4.700,778.048,684.223,133.715,95.832
4.710,779.384,685.180,133.620,95.666
4.720,780.720,686.135,133.526,95.501
4.730,782.054,687.088,133.431,95.335
4.740,783.387,688.040,133.337,95.170
4.750,784.720,688.990,133.244,95.005
4.760,786.051,689.938,133.150,94.840
4.770,787.382,690.885,133.056,94.675
4.780,788.711,691.830,132.963,94.511
4.790,790.040,692.773,132.870,94.346
4.800,791.368,693.715,132.777,94.182
4.810,792.695,694.655,132.684,94.018
4.820,794.021,695.594,132.591,93.855
4.830,795.346,696.531,132.499,93.691
4.840,796.670,697.466,132.406,93.528
4.850,797.993,698.400,132.314,93.364
4.860,799.315,699.332,132.222,93.202
4.870,800.636,700.262,132.130,93.039
4.880,801.957,701.191,132.039,92.876
4.890,803.276,702.118,131.947,92.714
4.900,804.595,703.044,131.856,92.551
4.910,805.912,703.968,131.765,92.389
4.920,807.229,704.890,131.674,92.228
4.930,808.545,705.810,131.583,92.066
4.940,809.860,706.730,131.492,91.904
4.950,811.174,707.647,131.402,91.743
4.960,812.487,708.563,131.311,91.582
4.970,813.799,709.477,131.221,91.421
4.980,815.111,710.390,131.131,91.260
4.990,816.421,711.301,131.041,91.100
5.000,817.730,712.210,130.952,90.939
5.010,819.039,713.118,130.862,90.779
5.020,820.347,714.024,130.773,90.619
5.030,821.654,714.929,130.684,90.459
5.040,822.960,715.832,130.595,90.299
5.050,824.265,716.733,130.506,90.140
5.060,825.569,717.633,130.417,89.980
5.070,826.872,718.531,130.328,89.821
5.080,828.174,719.428,130.240,89.662
5.090,829.476,720.323,130.152,89.503
5.100,830.777,721.216,130.064,89.345
5.110,832.076,722.108,129.976,89.186
5.120,833.375,722.998,129.888,89.028
5.130,834.673,723.887,129.800,88.870
5.140,835.970,724.774,129.713,88.712
5.150,837.267,725.660,129.626,88.554
5.160,838.562,726.544,129.539,88.397
5.170,839.857,727.426,129.452,88.239
5.180,841.150,728.307,129.365,88.082
5.190,842.443,729.186,129.278,87.925
5.200,843.735,730.064,129.192,87.768
5.210,845.026,730.940,129.105,87.611
5.220,846.316,731.814,129.019,87.455
5.230,847.605,732.687,128.933,87.298
5.240,848.894,733.559,128.847,87.142
5.250,850.182,734.429,128.761,86.986
5.260,851.468,735.297,128.676,86.830
5.270,852.754,736.164,128.590,86.674
5.280,854.039,737.029,128.505,86.519
5.290,855.323,737.892,128.420,86.363
5.300,856.607,738.755,128.335,86.208
5.310,857.889,739.615,128.250,86.053
5.320,859.171,740.474,128.165,85.898
5.330,860.452,741.331,128.081,85.743
5.340,861.732,742.187,127.996,85.589
5.350,863.011,743.042,127.912,85.434
5.360,864.289,743.895,127.828,85.280
5.370,865.567,744.746,127.744,85.126
5.380,866.843,745.595,127.660,84.972
5.390,868.119,746.444,127.576,84.818
5.400,869.394,747.290,127.493,84.665
5.410,870.668,748.135,127.409,84.511
5.420,871.941,748.979,127.326,84.358
5.430,873.214,749.821,127.243,84.205
5.440,874.485,750.662,127.160,84.052
5.450,875.756,751.501,127.077,83.899
5.460,877.026,752.338,126.995,83.747
5.470,878.295,753.174,126.912,83.594
5.480,879.563,754.008,126.830,83.442
5.490,880.831,754.841,126.748,83.290
5.500,882.098,755.673,126.666,83.138
5.510,883.363,756.503,126.584,82.986
5.520,884.628,757.331,126.502,82.834
5.530,885.893,758.158,126.420,82.683
5.540,887.156,758.983,126.339,82.531
5.550,888.419,759.807,126.257,82.380
5.560,889.680,760.629,126.176,82.229
5.570,890.941,761.450,126.095,82.078
5.580,892.201,762.269,126.014,81.927
5.590,893.461,763.087,125.933,81.777
5.600,894.719,763.903,125.852,81.626
5.610,895.977,764.718,125.772,81.476
5.620,897.234,765.531,125.692,81.326
5.630,898.490,766.343,125.611,81.176
5.640,899.745,767.153,125.531,81.026
5.650,901.000,767.962,125.451,80.876
5.660,902.254,768.769,125.371,80.727
5.670,903.506,769.575,125.292,80.577
5.680,904.759,770.379,125.212,80.428
5.690,906.010,771.182,125.133,80.279
5.700,907.260,771.983,125.053,80.130
5.710,908.510,772.783,124.974,79.981
5.720,909.759,773.582,124.895,79.832
5.730,911.007,774.378,124.816,79.684
5.740,912.255,775.174,124.737,79.536
5.750,913.501,775.968,124.659,79.387
5.760,914.747,776.760,124.580,79.239
5.770,915.992,777.551,124.502,79.091
5.780,917.236,778.340,124.424,78.944
5.790,918.480,779.128,124.345,78.796
5.800,919.722,779.915,124.268,78.649
5.810,920.964,780.700,124.190,78.501
5.820,922.205,781.483,124.112,78.354
5.830,923.446,782.265,124.034,78.207
5.840,924.685,783.046,123.957,78.060
5.850,925.924,783.825,123.880,77.913
5.860,927.162,784.603,123.802,77.767
5.870,928.399,785.379,123.725,77.620
5.880,929.636,786.154,123.648,77.474
5.890,930.872,786.927,123.572,77.328
5.900,932.107,787.699,123.495,77.182
5.910,933.341,788.469,123.418,77.036
5.920,934.574,789.238,123.342,76.890
5.930,935.807,790.006,123.266,76.744
5.940,937.039,790.772,123.190,76.599
5.950,938.270,791.536,123.113,76.454
5.960,939.500,792.299,123.038,76.308
5.970,940.730,793.061,122.962,76.163
5.980,941.959,793.821,122.886,76.018
5.990,943.187,794.580,122.811,75.874
6.000,944.414,795.337,122.735,75.729
6.010,945.641,796.093,122.660,75.584
6.020,946.867,796.847,122.585,75.440
6.030,948.092,797.600,122.510,75.296
6.040,949.316,798.352,122.435,75.152
6.050,950.540,799.102,122.360,75.008
6.060,951.763,799.850,122.285,74.864
6.070,952.985,800.598,122.211,74.720
6.080,954.206,801.343,122.136,74.577
6.090,955.427,802.088,122.062,74.433
6.100,956.647,802.831,121.988,74.290
6.110,957.866,803.572,121.914,74.147
6.120,959.084,804.312,121.840,74.004
6.130,960.302,805.051,121.766,73.861
6.140,961.519,805.788,121.692,73.718
6.150,962.735,806.524,121.619,73.575
6.160,963.950,807.258,121.545,73.433
6.170,965.165,807.991,121.472,73.290
6.180,966.379,808.722,121.399,73.148
6.190,967.592,809.452,121.326,73.006
6.200,968.805,810.181,121.253,72.864
6.210,970.017,810.908,121.180,72.722
6.220,971.228,811.634,121.107,72.581
6.230,972.438,812.358,121.035,72.439
6.240,973.648,813.081,120.962,72.298
6.250,974.857,813.803,120.890,72.156
6.260,976.065,814.523,120.818,72.015
6.270,977.272,815.242,120.745,71.874
6.280,978.479,815.959,120.673,71.733
6.290,979.685,816.675,120.601,71.592
6.300,980.890,817.390,120.530,71.452
6.310,982.095,818.103,120.458,71.311
6.320,983.299,818.815,120.386,71.171
6.330,984.502,819.525,120.315,71.030
6.340,985.704,820.234,120.244,70.890
6.350,986.906,820.941,120.172,70.750
6.360,988.107,821.647,120.101,70.610
6.370,989.307,822.352,120.030,70.470
6.380,990.507,823.055,119.960,70.331
6.390,991.706,823.757,119.889,70.191
6.400,992.904,824.458,119.818,70.052
6.410,994.101,825.157,119.748,69.912
6.420,995.298,825.855,119.677,69.773
6.430,996.494,826.551,119.607,69.634
6.440,997.690,827.246,119.537,69.495
6.450,998.884,827.939,119.467,69.356
6.460,1000.078,828.632,119.397,69.218
6.470,1001.272,829.322,119.327,69.079
6.480,1002.464,830.012,119.257,68.941
6.490,1003.656,830.700,119.187,68.802
6.500,1004.847,831.387,119.118,68.664
6.510,1006.038,832.072,119.048,68.526
6.520,1007.227,832.756,118.979,68.388
6.530,1008.417,833.438,118.910,68.250
6.540,1009.605,834.119,118.841,68.113
6.550,1010.793,834.799,118.772,67.975
6.560,1011.980,835.477,118.703,67.838
6.570,1013.166,836.154,118.634,67.700
6.580,1014.352,836.830,118.566,67.563
6.590,1015.537,837.504,118.497,67.426
6.600,1016.721,838.177,118.429,67.289
6.610,1017.905,838.849,118.360,67.152
6.620,1019.087,839.519,118.292,67.015
6.630,1020.270,840.188,118.224,66.879
6.640,1021.451,840.855,118.156,66.742
6.650,1022.632,841.521,118.088,66.606
6.660,1023.812,842.186,118.020,66.469
6.670,1024.992,842.849,117.953,66.333
6.680,1026.171,843.511,117.885,66.197
6.690,1027.349,844.172,117.818,66.061
6.700,1028.526,844.831,117.750,65.925
6.710,1029.703,845.489,117.683,65.789
6.720,1030.879,846.145,117.616,65.654
6.730,1032.055,846.801,117.549,65.518
6.740,1033.230,847.454,117.482,65.383
6.750,1034.404,848.107,117.415,65.248
6.760,1035.577,848.758,117.348,65.113
6.770,1036.750,849.408,117.282,64.978
6.780,1037.922,850.056,117.215,64.843
6.790,1039.094,850.703,117.149,64.708
6.800,1040.265,851.349,117.082,64.573
6.810,1041.435,851.993,117.016,64.439
6.820,1042.604,852.636,116.950,64.304
6.830,1043.773,853.278,116.884,64.170
6.840,1044.941,853.919,116.818,64.035
6.850,1046.109,854.558,116.752,63.901
6.860,1047.276,855.195,116.687,63.767
6.870,1048.442,855.832,116.621,63.633
6.880,1049.607,856.467,116.556,63.500
6.890,1050.772,857.100,116.490,63.366
6.900,1051.937,857.733,116.425,63.232
6.910,1053.100,858.363,116.360,63.099
6.920,1054.263,858.993,116.295,62.965
6.930,1055.425,859.621,116.229,62.832
6.940,1056.587,860.248,116.165,62.699
